Year,MDB,Region,Industry,Area_watered,L_meta,Volume_applied,W_meta,Tree_br,Tree_nbr,K_Almonds,K_meta
2012,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2013,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2014,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2015,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2016,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2017,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2018,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2019,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2020,nMDB,NSW Border Rivers,Rice,NA,6,NA,6,NA,NA,NA,NA
2006,nMDB,NSW Border Rivers,Vegetables,0,2,NA,6,NA,NA,NA,NA
2007,nMDB,NSW Border Rivers,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2008,nMDB,NSW Border Rivers,Vegetables,0,2,0,2,NA,NA,NA,NA
2009,nMDB,NSW Border Rivers,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Border Rivers,Vegetables,90,2,301,2,NA,NA,NA,NA
2011,nMDB,NSW Border Rivers,Vegetables,439,1,333,1,NA,NA,NA,NA
2012,nMDB,NSW Border Rivers,Vegetables,39,1,38,1,NA,NA,NA,NA
2013,nMDB,NSW Border Rivers,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2014,nMDB,NSW Border Rivers,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2015,nMDB,NSW Border Rivers,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2016,nMDB,NSW Border Rivers,Vegetables,341,1,691,1,NA,NA,NA,NA
2017,nMDB,NSW Border Rivers,Vegetables,762,1,2865,1,NA,NA,NA,NA
2018,nMDB,NSW Border Rivers,Vegetables,506,1,717,1,NA,NA,NA,NA
2019,nMDB,NSW Border Rivers,Vegetables,349,2,1477,2,NA,NA,NA,NA
2020,nMDB,NSW Border Rivers,Vegetables,209,2,1385,2,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,All other crops,1920,2,NA,6,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,All other crops,1510,9,4281,9,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,All other crops,6784,9,14916,9,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,All other crops,4627,2,11921,2,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,All other crops,NA,6,NA,6,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,All other crops,1950,1,3345,1,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,All other crops,1329,9,2091,9,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,All other crops,NA,6,NA,6,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,All other crops,2129,9,5289,9,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,All other crops,3048,9,6442,9,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,All other crops,2156,9,3492,9,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,All other crops,NA,6,NA,6,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,All other crops,4166,9,280,9,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,All other crops,4165,2,9529,2,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,All other crops,4657,8,10130,8,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,2,0,1
2007,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2008,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2009,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2010,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2011,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,50,0,1
2012,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2013,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2014,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2015,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2016,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2017,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2018,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2019,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2020,nMDB,NSW Gwydir,Almonds,NA,6,NA,6,NA,NA,NA,6
2006,nMDB,NSW Gwydir,Cotton,31173,2,196220,2,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,Cotton,18288,2,106065,2,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,Cotton,4936,2,25726,2,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,Cotton,14459,2,98041,2,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,Cotton,16550,2,94910,2,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,Cotton,38993,1,199807,1,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,Cotton,29714,1,136827,1,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,Cotton,38444,1,259939,1,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,Cotton,36248,1,299777,1,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,Cotton,11937,1,78011,1,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,Cotton,14065,1,73159,1,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,Cotton,32731,1,260944,1,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,Cotton,39605,1,294624,1,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,Cotton,15652,2,102660,2,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,Cotton,6741,2,29362,2,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,Fruit,1244,1,8194,1,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,Fruit,930,1,4850,1,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,Fruit,1098,1,9061,1,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,Fruit,1171,1,7589,1,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,Fruit,1694,1,9710,1,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,Fruit,1337,1,9201,1,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,Fruit,290,1,1116,1,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,Fruit,NA,6,NA,6,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,Grapevines,0,2,NA,6,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,Grapevines,18,1,5,1,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,Grapevines,1,1,3,1,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,Grapevines,2,1,2,1,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,Grapevines,NA,6,NA,6,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,Grapevines,1,2,3,2,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,Grapevines,2,2,1,2,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,Pastures - Grazing,311,2,825,2,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,Pastures - Grazing,NA,6,NA,6,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,Pastures - Grazing,429,2,663,2,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,Pastures - Grazing,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,Pastures - Grazing,NA,6,NA,6,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,Pastures - Grazing,937,1,406,1,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,Pastures - Grazing,63,2,189,2,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,Pastures - Grazing,451,2,255,2,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,Pastures - Grazing,478,2,1121,2,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,Pastures - Grazing,NA,6,NA,6,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,Pastures - Grazing,999,2,1404,2,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,Pastures - Grazing,117,2,115,2,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,Pastures - Grazing,245,2,284,2,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,Pastures - Grazing,86,2,331,2,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,Pastures - Grazing,173,2,659,2,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,Pastures - Hay,0,2,0,2,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,Pastures - Hay,0,2,0,2,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,Pastures - Hay,0,2,0,2,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,Pastures - Hay,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,Pastures - Hay,0,2,0,2,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,Pastures - Hay,238,1,1068,1,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,Pastures - Hay,143,1,509,1,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,Pastures - Hay,80,1,150,1,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,Pastures - Hay,92,1,106,1,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,Pastures - Hay,NA,6,NA,6,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,Pastures - Hay,438,1,1424,1,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,Pastures - Hay,107,1,380,1,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,Pastures - Hay,NA,6,NA,6,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,Pastures - Hay,112,2,360,2,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,Pastures - Hay,NA,6,NA,6,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,Rice,0,2,0,2,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,Rice,0,2,0,2,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,Rice,0,2,0,2,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,Rice,0,2,0,2,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,Rice,NA,6,NA,6,NA,NA,NA,NA
2006,nMDB,NSW Gwydir,Vegetables,0,2,NA,6,NA,NA,NA,NA
2007,nMDB,NSW Gwydir,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2008,nMDB,NSW Gwydir,Vegetables,0,2,0,2,NA,NA,NA,NA
2009,nMDB,NSW Gwydir,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Gwydir,Vegetables,9,2,29,2,NA,NA,NA,NA
2011,nMDB,NSW Gwydir,Vegetables,42,1,41,1,NA,NA,NA,NA
2012,nMDB,NSW Gwydir,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2013,nMDB,NSW Gwydir,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2014,nMDB,NSW Gwydir,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2015,nMDB,NSW Gwydir,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2016,nMDB,NSW Gwydir,Vegetables,20,1,7,1,NA,NA,NA,NA
2017,nMDB,NSW Gwydir,Vegetables,20,1,33,1,NA,NA,NA,NA
2018,nMDB,NSW Gwydir,Vegetables,NA,6,NA,6,NA,NA,NA,NA
2019,nMDB,NSW Gwydir,Vegetables,47,2,201,2,NA,NA,NA,NA
2020,nMDB,NSW Gwydir,Vegetables,35,2,189,2,NA,NA,NA,NA
2006,nMDB,NSW Lachlan,All other crops,NA,6,54338,2,NA,NA,NA,NA
2007,nMDB,NSW Lachlan,All other crops,16806,9,47921,9,NA,NA,NA,NA
2008,nMDB,NSW Lachlan,All other crops,17541,9,56947,9,NA,NA,NA,NA
2009,nMDB,NSW Lachlan,All other crops,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Lachlan,All other crops,NA,6,NA,6,NA,NA,NA,NA
2011,nMDB,NSW Lachlan,All other crops,9486,1,19407,1,NA,NA,NA,NA
2012,nMDB,NSW Lachlan,All other crops,14379,1,36813,1,NA,NA,NA,NA
2013,nMDB,NSW Lachlan,All other crops,22842,1,50403,1,NA,NA,NA,NA
2014,nMDB,NSW Lachlan,All other crops,11718,9,24505,9,NA,NA,NA,NA
2015,nMDB,NSW Lachlan,All other crops,14289,1,28634,1,NA,NA,NA,NA
2016,nMDB,NSW Lachlan,All other crops,15924,1,34425,1,NA,NA,NA,NA
2017,nMDB,NSW Lachlan,All other crops,9449,9,13214,9,NA,NA,NA,NA
2018,nMDB,NSW Lachlan,All other crops,22507,1,42461,1,NA,NA,NA,NA
2019,nMDB,NSW Lachlan,All other crops,16321,2,48381,2,NA,NA,NA,NA
2020,nMDB,NSW Lachlan,All other crops,8940,8,27515,8,NA,NA,NA,NA
2006,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,2,133,0,1
2007,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,415122,0,1
2008,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2009,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2010,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2011,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,13,NA,1,1
2012,nMDB,NSW Lachlan,Almonds,68,1,17,1,NA,8,0,1
2013,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2014,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2015,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2016,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2017,nMDB,NSW Lachlan,Almonds,3141,1,20542,1,899208,NA,1,1
2018,nMDB,NSW Lachlan,Almonds,1221,1,15895,1,348808,NA,1,1
2019,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2020,nMDB,NSW Lachlan,Almonds,NA,6,NA,6,NA,NA,NA,6
2006,nMDB,NSW Lachlan,Cotton,5001,2,51846,2,NA,NA,NA,NA
2007,nMDB,NSW Lachlan,Cotton,3001,2,36431,2,NA,NA,NA,NA
2008,nMDB,NSW Lachlan,Cotton,2064,2,21187,2,NA,NA,NA,NA
2009,nMDB,NSW Lachlan,Cotton,3122,2,31974,2,NA,NA,NA,NA
2010,nMDB,NSW Lachlan,Cotton,2113,2,20659,2,NA,NA,NA,NA
2011,nMDB,NSW Lachlan,Cotton,5926,1,37587,1,NA,NA,NA,NA
2012,nMDB,NSW Lachlan,Cotton,11293,1,93092,1,NA,NA,NA,NA
2013,nMDB,NSW Lachlan,Cotton,11346,1,129903,1,NA,NA,NA,NA
2014,nMDB,NSW Lachlan,Cotton,11268,1,118412,1,NA,NA,NA,NA
2015,nMDB,NSW Lachlan,Cotton,6368,1,61758,1,NA,NA,NA,NA
2016,nMDB,NSW Lachlan,Cotton,7873,1,79443,1,NA,NA,NA,NA
2017,nMDB,NSW Lachlan,Cotton,12928,1,138501,1,NA,NA,NA,NA
2018,nMDB,NSW Lachlan,Cotton,11808,1,126948,1,NA,NA,NA,NA
2019,nMDB,NSW Lachlan,Cotton,9750,2,92411,2,NA,NA,NA,NA
2020,nMDB,NSW Lachlan,Cotton,1129,2,11152,2,NA,NA,NA,NA
2006,nMDB,NSW Lachlan,Fruit,NA,6,NA,6,NA,NA,NA,NA
2007,nMDB,NSW Lachlan,Fruit,NA,6,NA,6,NA,NA,NA,NA
2008,nMDB,NSW Lachlan,Fruit,NA,6,NA,6,NA,NA,NA,NA
2009,nMDB,NSW Lachlan,Fruit,NA,6,NA,6,NA,NA,NA,NA
2010,nMDB,NSW Lachlan,Fruit,NA,6,NA,6,NA,NA,NA,NA
2011,nMDB,NSW Lachlan,Fruit,2179,1,7217,1,NA,NA,NA,NA
2012,nMDB,NSW Lachlan,Fruit,2606,1,9239,1,NA,NA,NA,NA
2013,nMDB,NSW Lachlan,Fruit,2377,1,8177,1,NA,NA,NA,NA
2014,nMDB,NSW Lachlan,Fruit,1891,1,9380,1,NA,NA,NA,NA
2015,nMDB,NSW Lachlan,Fruit,1042,1,4534,1,NA,NA,NA,NA
2016,nMDB,NSW Lachlan,Fruit,2616,1,18500,1,NA,NA,NA,NA
2017,nMDB,NSW Lachlan,Fruit,1779,1,9874,1,NA,NA,NA,NA
2018,nMDB,NSW Lachlan,Fruit,1983,1,12069,1,NA,NA,NA,NA
2019,nMDB,NSW Lachlan,Fruit,NA,6,NA,6,NA,NA,NA,NA
2020,nMDB,NSW Lachlan,Fruit,NA,6,NA,6,NA,NA,NA,NA
2006,nMDB,NSW Lachlan,Grapevines,4282,2,13033,2,NA,NA,NA,NA
2007,nMDB,NSW Lachlan,Grapevines,2267,2,5992,2,NA,NA,NA,NA
2008,nMDB,NSW Lachlan,Grapevines,2056,2,5930,2,NA,NA,NA,NA
2009,nMDB,NSW Lachlan,Grapevines,6599,2,20183,2,NA,NA,NA,NA
2010,nMDB,NSW Lachlan,Grapevines,2491,2,5702,2,NA,NA,NA,NA
2011,nMDB,NSW Lachlan,Grapevines,2629,1,2628,1,NA,NA,NA,NA
2012,nMDB,NSW Lachlan,Grapevines,2315,1,3671,1,NA,NA,NA,NA
2013,nMDB,NSW Lachlan,Grapevines,1552,1,2047,1,NA,NA,NA,NA
2014,nMDB,NSW Lachlan,Grapevines,2395,1,4120,1,NA,NA,NA,NA
2015,nMDB,NSW Lachlan,Grapevines,1446,1,4010,1,NA,NA,NA,NA
2016,nMDB,NSW Lachlan,Grapevines,1069,1,1747,1,NA,NA,NA,NA
2017,nMDB,NSW Lachlan,Grapevines,1157,1,2833,1,NA,NA,NA,NA
2018,nMDB,NSW Lachlan,Grapevines,1719,1,3164,1,NA,NA,NA,NA
2019,nMDB,NSW Lachlan,Grapevines,2727,2,11786,2,NA,NA,NA,NA
2020,nMDB,NSW Lachlan,Grapevines,2480,2,10330,2,NA,NA,NA,NA
2006,nMDB,NSW Lachlan,Pastures - Grazing,12875,2,30455,2,NA,NA,NA,NA
2007,nMDB,NSW Lachlan,Pastures - Grazing,14762,2,29590,2,NA,NA,NA,NA
2008,nMDB,NSW Lachlan,Pastures - Grazing,13873,2,16858,2,NA,NA,NA,NA
2009,nMDB,NSW Lachlan,Pastures - Grazing,8004,2,16716,2,NA,NA,NA,NA
2010,nMDB,NSW Lachlan,Pastures - Grazing,8135,2,18639,2,NA,NA,NA,NA
2011,nMDB,NSW Lachlan,Pastures - Grazing,8005,1,16051,1,NA,NA,NA,NA
2012,nMDB,NSW Lachlan,Pastures - Grazing,5547,1,12489,1,NA,NA,NA,NA
2013,nMDB,NSW Lachlan,Pastures - Grazing,20626,1,54470,1,NA,NA,NA,NA
2014,nMDB,NSW Lachlan,Pastures - Grazing,10504,1,16829,1,NA,NA,NA,NA
2015,nMDB,NSW Lachlan,Pastures - Grazing,7050,2,24208,2,NA,NA,NA,NA
2016,nMDB,NSW Lachlan,Pastures - Grazing,NA,6,NA,6,NA,NA,NA,NA
2017,nMDB,NSW Lachlan,Pastures - Grazing,7050,1,19111,1,NA,NA,NA,NA
2018,nMDB,NSW Lachlan,Pastures - Grazing,10024,1,27502,1,NA,NA,NA,NA
2019,nMDB,NSW Lachlan,Pastures - Grazing,11812,2,27666,2,NA,NA,NA,NA
2020,nMDB,NSW Lachlan,Pastures - Grazing,3430,2,9165,2,NA,NA,NA,NA
2006,nMDB,NSW Lachlan,Pastures - Hay,12039,2,41547,2,NA,NA,NA,NA
2007,nMDB,NSW Lachlan,Pastures - Hay,14817,2,90316,2,NA,NA,NA,NA
2008,nMDB,NSW Lachlan,Pastures - Hay,14014,2,57796,2,NA,NA,NA,NA
2009,nMDB,NSW Lachlan,Pastures - Hay,5667,2,24431,2,NA,NA,NA,NA
2010,nMDB,NSW Lachlan,Pastures - Hay,5065,2,23810,2,NA,NA,NA,NA
2011,nMDB,NSW Lachlan,Pastures - Hay,7793,1,22311,1,NA,NA,NA,NA
2012,nMDB,NSW Lachlan,Pastures - Hay,8112,1,25787,1,NA,NA,NA,NA
2013,nMDB,NSW Lachlan,Pastures - Hay,6377,1,29247,1,NA,NA,NA,NA
2014,nMDB,NSW Lachlan,Pastures - Hay,8688,1,31981,1,NA,NA,NA,NA
